NAME,state,B01003_001E,B01002_001E,B19301_001E,B17001_002E
DeKalb County,Tennessee,18875,40.5,21606,3521
Dickson County,Tennessee,49926,39,21547,7573
Dyer County,Tennessee,38239,40.2,21208,6718
Fayette County,Tennessee,38502,42.7,28201,5321
Fentress County,Tennessee,17943,43,16454,4562
Franklin County,Tennessee,40985,41.5,22398,5864
Gibson County,Tennessee,49664,39.9,20402,9097
Giles County,Tennessee,29214,42.7,19998,5554
Grainger County,Tennessee,22653,42.4,17933,4562
Greene County,Tennessee,68679,43.2,19801,14750
Grundy County,Tennessee,13657,42.1,15683,3972
Hamblen County,Tennessee,62721,39.3,21261,11861
Hamilton County,Tennessee,340973,39.3,27229,55063
Hancock County,Tennessee,6737,44.2,14326,2025
Hardeman County,Tennessee,26897,39.7,14975,5771
Hardin County,Tennessee,26011,43.5,20127,5795
Hawkins County,Tennessee,56759,42.7,20662,9106
Haywood County,Tennessee,18531,40.5,18714,3869
Henderson County,Tennessee,27934,39.9,20449,5169
Henry County,Tennessee,32293,44.5,22239,6075
Hickman County,Tennessee,24428,40.2,18383,3976
Houston County,Tennessee,8375,42.3,18539,1913
Humphreys County,Tennessee,18392,41.4,22183,2521
Jackson County,Tennessee,11527,45.1,18387,2509
Jefferson County,Tennessee,51759,41.1,20619,9117
Johnson County,Tennessee,18158,43.7,16470,4316
Knox County,Tennessee,436983,37.2,28136,61992
Lake County,Tennessee,7773,39.7,12042,1683
Lauderdale County,Tennessee,27794,36.4,15758,6463
Lawrence County,Tennessee,41927,40.2,19136,7490
Lewis County,Tennessee,12049,41.9,17751,2352
Lincoln County,Tennessee,33411,42.1,21811,5380
Loudon County,Tennessee,49188,45.8,27045,7852
McMinn County,Tennessee,52338,41.5,19744,9393
McNairy County,Tennessee,26066,41.9,18428,5786
Macon County,Tennessee,22416,38.9,17009,4677
Madison County,Tennessee,98261,37,23283,18872
Marion County,Tennessee,28214,42.7,21399,5056
Marshall County,Tennessee,30818,39.6,20739,4943
Maury County,Tennessee,81821,38,22766,12423
Meigs County,Tennessee,11706,44.5,19403,2380
Monroe County,Tennessee,44857,41.8,19643,8677
Montgomery County,Tennessee,177640,30.1,22380,28517
Moore County,Tennessee,6347,44,23307,810
Morgan County,Tennessee,21964,40.6,17747,3936
Obion County,Tennessee,31566,41.5,20900,5553
Overton County,Tennessee,22109,41.6,18347,4896
Perry County,Tennessee,7861,42.3,17214,1620
Pickett County,Tennessee,5095,48.1,21942,949
Polk County,Tennessee,16723,43.1,20274,2838
Putnam County,Tennessee,72702,36.1,20517,18500
Rhea County,Tennessee,32080,40,18952,6993
Roane County,Tennessee,53765,45.4,23936,7948
Robertson County,Tennessee,66623,38.1,23809,8579
Rutherford County,Tennessee,269407,32.6,25077,34268
Scott County,Tennessee,22154,38.3,17121,6128
Sequatchie County,Tennessee,14333,40.9,20899,2448
Sevier County,Tennessee,91295,41.3,22242,13051
Shelby County,Tennessee,932919,34.6,25549,190295
Smith County,Tennessee,19134,40.7,21153,3650
Stewart County,Tennessee,13313,42.8,21701,2638
Sullivan County,Tennessee,156741,44,23850,28091
Sumner County,Tennessee,163724,39.1,27795,16795
Tipton County,Tennessee,61298,37.1,23054,8095
Trousdale County,Tennessee,7843,37.8,20491,1047
Unicoi County,Tennessee,18254,44.9,20152,3891
Union County,Tennessee,19177,40.6,17426,4461
Van Buren County,Tennessee,5562,45.3,19450,1232
Warren County,Tennessee,39861,39.1,19531,8439
Washington County,Tennessee,123891,39.6,25355,21952
Wayne County,Tennessee,16996,41.6,17706,3004
Weakley County,Tennessee,34779,36.9,19547,6753
White County,Tennessee,25986,42,18205,5065
Williamson County,Tennessee,188935,38.5,41292,10804
Wilson County,Tennessee,116948,39.5,27864,11796
Anderson County,Texas,58262,38.7,18495,9466
Andrews County,Texas,15554,34.2,27429,1926
Angelina County,Texas,87042,36.4,20982,16287
Aransas County,Texas,23627,49.3,26953,4513
Archer County,Texas,8853,42.8,27800,988
Armstrong County,Texas,1773,44.1,26823,188
Atascosa County,Texas,45714,35.6,20193,7419
Austin County,Texas,28573,40.3,25884,2868
Bailey County,Texas,7121,33.7,18676,915
Bandera County,Texas,20533,49.7,25364,3066
Bastrop County,Texas,74730,38.3,23342,11917
Baylor County,Texas,3678,48.8,28021,552
Bee County,Texas,32281,35.4,16848,5389
Bell County,Texas,316144,29.9,22857,46943
Bexar County,Texas,1753238,32.9,24253,302559
Blanco County,Texas,10562,47.3,26781,963
Borden County,Texas,649,38.8,50042,6
Bosque County,Texas,18094,45.9,23992,2599
Bowie County,Texas,92851,37.6,22911,17296
Brazoria County,Texas,319493,35.3,29081,34441
Brazos County,Texas,197642,24.7,21720,54587
Brewster County,Texas,9244,41.7,27796,1126
Briscoe County,Texas,1615,46,20697,300
Brooks County,Texas,7225,32.1,14345,2701
Brown County,Texas,37942,39.6,21236,6612
Burleson County,Texas,17201,42.9,21529,2547
Burnet County,Texas,43230,43.8,24998,6959
Caldwell County,Texas,38465,35.6,19673,6718
Calhoun County,Texas,21503,37.8,23381,3731
Callahan County,Texas,13535,42.8,22855,2032
Cameron County,Texas,410710,30.8,14710,141315
Camp County,Texas,12415,37.6,19176,2665
Carson County,Texas,6158,41.1,26827,438
Cass County,Texas,30344,43.5,20104,6215
Castro County,Texas,8046,33.9,19708,1908
Chambers County,Texas,35570,36.1,30140,3410
Cherokee County,Texas,50865,37.8,18801,11766
Childress County,Texas,7057,34.3,20248,890
Clay County,Texas,10651,45.3,25867,1074
Cochran County,Texas,3068,34.3,17371,453
Coke County,Texas,3271,48.9,26407,339
Coleman County,Texas,8744,45.7,18967,2382
Collin County,Texas,811308,35.4,37839,62986
Collingsworth County,Texas,3061,39.2,22847,606
Colorado County,Texas,20776,43.3,24348,3376
Comal County,Texas,112083,42.4,32980,11311
Comanche County,Texas,13829,44.1,19268,3599
Concho County,Texas,4070,41.5,19976,465
Cooke County,Texas,38484,39.1,25186,5569
Coryell County,Texas,75966,30.2,19357,8659
Cottle County,Texas,1546,50.2,21089,236
Crane County,Texas,4484,34.6,22291,605
Crockett County,Texas,3840,38.5,23872,625
Crosby County,Texas,6056,37.4,18959,1577
Culberson County,Texas,2345,37.5,16227,584
Dallam County,Texas,6854,31.3,19752,1231
Dallas County,Texas,2412481,32.7,26816,454926
Dawson County,Texas,13771,33,17677,2550
Deaf Smith County,Texas,19307,31,17532,3600
Delta County,Texas,5237,44.2,20150,921
Denton County,Texas,687857,33.4,33855,59068
DeWitt County,Texas,20269,42.4,23720,2495
Dickens County,Texas,2382,44,20578,393
Dimmit County,Texas,10270,36.4,17516,2691
Donley County,Texas,3620,41.7,21904,557
Duval County,Texas,11740,37.3,20181,2169
Eastland County,Texas,18465,42.7,21125,3300
Ector County,Texas,141542,30.9,24247,22080
Edwards County,Texas,2070,49,22015,379
Ellis County,Texas,152020,35.3,25662,17768
El Paso County,Texas,813015,31.2,18379,186223
Erath County,Texas,38744,30.6,21670,8268
Falls County,Texas,17719,39.5,16486,3326
Fannin County,Texas,33819,40.7,20337,5353
Fayette County,Texas,24662,47.4,27032,2786
Fisher County,Texas,3924,42.2,22709,660
Floyd County,Texas,6371,37.7,21655,1269
Foard County,Texas,1133,44.8,20202,169
Fort Bend County,Texas,608939,35.2,34084,50841
Franklin County,Texas,10611,42.6,28189,1500
Freestone County,Texas,19657,41.1,22876,2820
Frio County,Texas,17522,31.2,15863,3570
Gaines County,Texas,18019,29.1,21572,3000
Galveston County,Texas,296669,37.4,30926,38856
Garza County,Texas,6356,37.8,16175,626
Gillespie County,Texas,25003,50,30117,2951
Glasscock County,Texas,1176,38.8,31135,49
Goliad County,Texas,7281,44.9,30031,1046
Gonzales County,Texas,19920,37,20288,4283
Gray County,Texas,22777,38,21738,3061
Grayson County,Texas,121292,39.8,24003,18645
Gregg County,Texas,122258,35.3,24064,20865
Grimes County,Texas,26663,39.2,20307,4475
Guadalupe County,Texas,135940,36.5,26184,13035
Hale County,Texas,36150,32.2,18004,7374
Hall County,Texas,3310,43.4,19004,774
Hamilton County,Texas,8410,47,23067,1025
Hansford County,Texas,5566,36.1,23969,934
Hardeman County,Texas,4087,44.2,19829,1074
Hardin County,Texas,54945,38.8,25559,5940
Harris County,Texas,4182285,32.3,27899,765948
Harrison County,Texas,66467,37,23236,10284
Hartley County,Texas,6076,39,24566,395
Haskell County,Texas,5885,43.7,22223,990
Hays County,Texas,164144,30.6,26873,26750
Hemphill County,Texas,3959,35.8,29544,458
Henderson County,Texas,78636,43,21995,14559
Hidalgo County,Texas,790646,28.4,14222,272065
Hill County,Texas,35051,42.3,21182,5753
Hockley County,Texas,23115,32.6,21984,3518
Hood County,Texas,51756,46.8,30046,6190
Hopkins County,Texas,35295,39.1,21606,6667
Houston County,Texas,23365,43.8,19090,4109
Howard County,Texas,35297,37.4,19965,4523
Hudspeth County,Texas,3394,37.6,14142,1410
Hunt County,Texas,86455,37.9,22341,16655
Hutchinson County,Texas,21986,37.2,23383,3426
Irion County,Texas,1603,43.3,28055,140
Jack County,Texas,9012,40.3,24325,1296
Jackson County,Texas,14201,39.3,23418,1774
Jasper County,Texas,35797,40.6,20254,6173
Jeff Davis County,Texas,2311,54.8,26958,166
Jefferson County,Texas,252157,35.9,23236,49484
Jim Hogg County,Texas,5271,37.7,19212,734
Jim Wells County,Texas,41217,34.2,20452,8837
Johnson County,Texas,152384,36.3,24816,17844
Jones County,Texas,20079,39.4,14827,2456
Karnes County,Texas,14916,37.3,19899,2657
Kaufman County,Texas,105220,35.5,24954,13757
Kendall County,Texas,34951,43.4,35827,3205
Kenedy County,Texas,524,32.8,15157,172
Kent County,Texas,913,45.8,24839,74
Kerr County,Texas,49696,47.7,26334,7180
Kimble County,Texas,4566,51.9,27502,874
King County,Texas,321,46.9,29836,19
Kinney County,Texas,3589,46.1,16700,860
Kleberg County,Texas,32052,28.6,18918,7366
Knox County,Texas,3731,40.8,19396,746
Lamar County,Texas,49751,40.2,21468,9260
Lamb County,Texas,13921,36,18744,3021
Lampasas County,Texas,19937,40.7,23423,3314
La Salle County,Texas,6921,34,13307,1322
Lavaca County,Texas,19351,44.9,24299,1571
Lee County,Texas,16603,41.4,25123,1960
Leon County,Texas,16802,45.3,24170,2944
Liberty County,Texas,76013,36.5,19740,12887
Limestone County,Texas,23417,38.5,19352,4643
Lipscomb County,Texas,3379,35.4,29017,364
Live Oak County,Texas,11603,43.1,21016,1709
Llano County,Texas,19223,55.5,33634,2677
Loving County,Texas,87,44.4,34068,10
Lubbock County,Texas,282633,30.5,23773,55099
Lynn County,Texas,5841,38.6,21639,1167
McCulloch County,Texas,8302,41.5,20677,1359
McLennan County,Texas,237316,32.9,21660,50293
McMullen County,Texas,616,40.6,27375,118
Madison County,Texas,13689,34.1,15131,2583
Marion County,Texas,10439,48.8,20337,2387
Martin County,Texas,4956,34.2,20859,770
Mason County,Texas,4034,50.2,27504,548
Matagorda County,Texas,36639,37.7,23389,7609
Maverick County,Texas,54880,29.9,13668,16513
Medina County,Texas,46512,37.9,22413,7775
Menard County,Texas,2213,43.5,18253,505
Midland County,Texas,142289,32.9,33672,14555
Milam County,Texas,24503,40.9,21248,4617
Mills County,Texas,4891,46.6,22651,617
Mitchell County,Texas,9388,35.2,15936,811
Montague County,Texas,19668,43.3,24699,3039
Montgomery County,Texas,472162,36.2,32911,58261
Moore County,Texas,22029,30.9,19770,3363
Morris County,Texas,12869,43.8,20045,2605
Motley County,Texas,1182,36.6,18828,300
Nacogdoches County,Texas,65085,29.8,20362,15174
Navarro County,Texas,47883,37.3,20327,9872
Newton County,Texas,14340,40.2,20431,2238
Nolan County,Texas,15087,38.3,19002,2693
Nueces County,Texas,344257,35,23671,62306
Ochiltree County,Texas,10467,31.3,23382,1802
Oldham County,Texas,2064,35.8,22519,267
Orange County,Texas,82372,38.7,24736,11740
Palo Pinto County,Texas,28017,41.1,23655,5104
Panola County,Texas,23877,38.5,26525,2955
Parker County,Texas,118478,39,30692,12553
Parmer County,Texas,10159,32,19304,2136
Pecos County,Texas,15590,36.1,20245,2211
Polk County,Texas,45620,43.2,19498,8305
Potter County,Texas,121526,33,19861,26895
Presidio County,Texas,7579,40.4,16175,1868
Rains County,Texas,10989,46.8,21946,1478
Randall County,Texas,123062,35.4,29124,12447
Reagan County,Texas,3441,34.7,26633,321
Real County,Texas,3348,52.6,17931,659
Red River County,Texas,12709,45,19014,2000
Reeves County,Texas,13775,35.3,15467,2570
Refugio County,Texas,7327,43.3,23174,1140
Roberts County,Texas,1030,44.8,36172,31
Robertson County,Texas,16574,40.8,21709,3382
Rockwall County,Texas,81020,35.8,34617,4700
Runnels County,Texas,10439,42.1,20235,2230
Rusk County,Texas,53508,39.4,21640,8644
Sabine County,Texas,10604,50.3,18762,2708
San Augustine County,Texas,8855,48,18695,2265
San Jacinto County,Texas,26669,43.3,24733,5322
San Patricio County,Texas,65210,35.9,23373,10903
San Saba County,Texas,6050,43,18009,831
Schleicher County,Texas,3316,35.8,24787,749
Scurry County,Texas,17014,37.2,22860,2390
Shackelford County,Texas,3362,43.6,25436,533
Shelby County,Texas,25677,37.9,21126,5567
Sherman County,Texas,3048,36.3,21936,410
Smith County,Texas,212227,35.9,25626,34656
Somervell County,Texas,8537,40,28134,774
Starr County,Texas,61351,28.9,11584,23826
Stephens County,Texas,9493,39.4,20535,1647
Sterling County,Texas,1358,39.8,20157,199
Stonewall County,Texas,1363,47,24063,218
Sutton County,Texas,4058,35.4,27721,292
Swisher County,Texas,7807,36.3,17880,1656
Tarrant County,Texas,1848423,33.5,28266,276852
Taylor County,Texas,132588,32.3,23141,22036
Terrell County,Texas,837,47,31578,84
Terry County,Texas,12644,35.2,21201,1616
Throckmorton County,Texas,1623,47.8,24086,219
Titus County,Texas,32360,33.2,19356,6982
Tom Green County,Texas,111969,34,23712,17175
Travis County,Texas,1063248,32.3,33206,181531
Trinity County,Texas,14460,47.3,18730,2298
Tyler County,Texas,21619,42.7,19612,3361
Upshur County,Texas,39640,40.4,22483,6134
Upton County,Texas,3323,35.9,22953,553
Uvalde County,Texas,26578,34.4,17479,6870
Val Verde County,Texas,48730,32,17867,10467
Van Zandt County,Texas,52515,42.9,21920,8477
Victoria County,Texas,88068,36,24700,14638
Walker County,Texas,68110,35,16330,12117
Waller County,Texas,43836,31.2,22412,8289
Ward County,Texas,10836,36.2,22278,2158
Washington County,Texas,33863,41.7,23070,4788
Webb County,Texas,254829,27.9,14553,78784
Wharton County,Texas,41185,37.2,20310,7649
Wheeler County,Texas,5526,40.4,30097,779
Wichita County,Texas,131358,34.1,22905,18562
Wilbarger County,Texas,13371,38.2,20373,2674
Willacy County,Texas,22039,31.9,11313,7899
Williamson County,Texas,441445,34.6,31070,30651
Wilson County,Texas,43753,40.1,27238,4951
Winkler County,Texas,7260,34.3,23629,909
Wise County,Texas,59894,38.8,25663,6357
Wood County,Texas,42089,47.9,23129,5897
Yoakum County,Texas,7998,32.7,21389,922
Young County,Texas,18395,42.6,26979,2905
Zapata County,Texas,14164,28.3,16671,4867
Zavala County,Texas,11849,30.7,12828,4028
Beaver County,Utah,6529,32.3,19415,889
Box Elder County,Utah,50160,31.4,21720,4384
Cache County,Utah,114181,25.2,20074,18253
Carbon County,Utah,21227,34.3,20155,3081
Daggett County,Utah,830,48.2,22811,62
Davis County,Utah,311886,29.6,26035,24593
Duchesne County,Utah,19109,29.8,23411,1671
Emery County,Utah,10895,33.5,20137,1080
Garfield County,Utah,5123,39.9,21989,571
Grand County,Utah,9269,39.1,23558,1249
Iron County,Utah,46435,27.1,17839,9427
Juab County,Utah,10300,29.7,18108,1491
Kane County,Utah,7176,44.9,24154,554
Millard County,Utah,12543,34.1,19972,1654
Morgan County,Utah,9692,31.7,26274,390
Piute County,Utah,1791,39.6,16959,441
Rich County,Utah,2279,35.2,24258,157
Salt Lake County,Utah,1048314,31.2,26103,131033
San Juan County,Utah,14795,30.5,15476,3916
Sanpete County,Utah,27930,29.5,17811,3933
Sevier County,Utah,20798,33.5,19115,3100
Summit County,Utah,37232,36.8,42462,3142
Tooele County,Utah,59120,30,22252,5095
Uintah County,Utah,33722,29.7,23805,3854
Utah County,Utah,529262,24.4,20774,72409
Wasatch County,Utah,24542,31.9,25777,2325
Washington County,Utah,141902,33.2,21472,21463
Wayne County,Utah,2760,38.3,19858,498
Weber County,Utah,233871,31.3,23106,29490
Addison County,Vermont,36811,42.3,28722,3875
Bennington County,Vermont,36871,45.4,29196,4900
Caledonia County,Vermont,31157,42.5,23584,4236
Chittenden County,Vermont,157637,36.3,33281,16672
Essex County,Vermont,6276,47.4,20887,995
Franklin County,Vermont,48019,39.7,27398,4837
Grand Isle County,Vermont,6984,46.3,33159,481
Lamoille County,Vermont,24670,40.1,27157,3021
Orange County,Vermont,28966,44,27289,3701
Orleans County,Vermont,27184,44.3,22303,4047
Rutland County,Vermont,61270,44.8,26205,7655
Washington County,Vermont,59427,42.5,29761,5439
Windham County,Vermont,44216,45.3,28867,5306
Windsor County,Vermont,56416,45.8,30932,5708
Accomack County,Virginia,33289,44.8,22703,6725
Albemarle County,Virginia,100636,38.7,37239,9552
Alleghany County,Virginia,16240,46.6,24162,2014
Amelia County,Virginia,12712,42.9,25100,1051
Amherst County,Virginia,32244,42.8,22580,3555
Appomattox County,Virginia,15054,42.5,23636,2632
Arlington County,Virginia,214861,33.8,62018,16899
Augusta County,Virginia,73726,43.5,25519,6639
Bath County,Virginia,4686,46,28704,759
Bedford County,Virginia,69175,44.5,28697,5675
Bland County,Virginia,6795,43.9,18501,969
Botetourt County,Virginia,33076,45.7,32490,2522
Brunswick County,Virginia,17220,41.4,16060,3548
Buchanan County,Virginia,23920,44.8,17489,5924
Buckingham County,Virginia,17126,42,17167,3124
Campbell County,Virginia,54967,41.7,23231,7974
Caroline County,Virginia,28757,38.8,25718,3444
Carroll County,Virginia,29979,45.4,19385,5411
Charles City County,Virginia,7205,47.4,26198,850
Charlotte County,Virginia,12478,43.8,18762,2200
Chesterfield County,Virginia,320430,37.9,32572,21240
Clarke County,Virginia,14191,45.3,38748,926
Craig County,Virginia,5199,44.7,21498,449
Culpeper County,Virginia,47330,38.1,27379,4168
Cumberland County,Virginia,9943,42.4,21540,1611
Dickenson County,Virginia,15749,43.6,18215,3243
Dinwiddie County,Virginia,27977,40.9,23781,3610
Essex County,Virginia,11180,44.1,21532,1233
Fairfax County,Virginia,1101071,37.4,50532,64274
Fauquier County,Virginia,66015,41.5,39600,3639
Floyd County,Virginia,15371,44.5,21816,1935
Fluvanna County,Virginia,25860,41.5,30881,1733
Franklin County,Virginia,56195,44.4,24557,7626
Frederick County,Virginia,79453,39.4,30112,5547
Giles County,Virginia,17111,43.2,23485,2255
Gloucester County,Virginia,36868,42.4,28673,3360
Goochland County,Virginia,21565,45.8,45039,1081
Grayson County,Virginia,15377,47.5,20591,2884
Greene County,Virginia,18577,40,26998,2212
Greensville County,Virginia,12078,41.6,16380,1815
Halifax County,Virginia,35938,44.9,20929,7488
Hanover County,Virginia,100328,41.5,33540,5019
Henrico County,Virginia,311314,37.6,33115,32877
Henry County,Virginia,53451,45,19852,9037
Highland County,Virginia,2276,58.2,26372,231
Isle of Wight County,Virginia,35373,44.2,30903,4219
James City County,Virginia,68171,45.1,39133,5846
King and Queen County,Virginia,7020,45.1,23868,649
King George County,Virginia,24151,36.3,34234,1700
King William County,Virginia,15959,39.8,26940,1508
Lancaster County,Virginia,11303,54.5,30737,1304
Lee County,Virginia,25497,41.7,16664,6414
Loudoun County,Virginia,326477,34.9,46565,11789
Louisa County,Virginia,33384,43.4,26956,3435
Lunenburg County,Virginia,12759,44.1,17630,2550
Madison County,Virginia,13249,45.2,27296,1745
Mathews County,Virginia,8943,50.6,31342,895
Mecklenburg County,Virginia,32274,46.4,20056,6014
Middlesex County,Virginia,10851,51,30531,986
Montgomery County,Virginia,94910,26.8,23548,20831
Nelson County,Virginia,14940,47.9,26059,2089
New Kent County,Virginia,18791,42.9,32068,1074
Northampton County,Virginia,12339,47.2,23473,2940
Northumberland County,Virginia,12334,54,28568,1366
Nottoway County,Virginia,15862,42.4,19337,2476
Orange County,Virginia,33934,42.7,27655,4179
Page County,Virginia,23975,43.5,22355,3579
Patrick County,Virginia,18445,46.9,18860,3107
Pittsylvania County,Virginia,63077,44.7,21583,9007
Powhatan County,Virginia,28108,42.6,31252,1347
Prince Edward County,Virginia,23166,31.1,17208,3659
Prince George County,Virginia,36462,37.3,24434,2581
Prince William County,Virginia,416668,33.5,37401,26045
Pulaski County,Virginia,34768,44.3,23987,4691
Rappahannock County,Virginia,7448,48.7,36505,800
Richmond County,Virginia,9140,43.7,20875,940
Roanoke County,Virginia,92824,43.3,31728,5989
Rockbridge County,Virginia,22345,47.3,25638,2780
Rockingham County,Virginia,76885,40.6,27298,7860
Russell County,Virginia,28646,43.3,19735,5471
Scott County,Virginia,22940,44.9,21485,4118
Shenandoah County,Virginia,42270,43.3,25134,4887
Smyth County,Virginia,31979,43.6,20837,5769
Southampton County,Virginia,18444,44.8,22433,2745
Spotsylvania County,Virginia,124319,36.5,31360,9383
Stafford County,Virginia,131885,34.6,36574,6549
Surry County,Virginia,6922,45.2,22600,798
Sussex County,Virginia,12007,40.7,16546,1290
Tazewell County,Virginia,44664,43.5,21358,7942
Warren County,Virginia,37836,40.1,28889,3466
Washington County,Virginia,54804,43.5,25109,6449
Westmoreland County,Virginia,17532,46.8,25245,2246
Wise County,Virginia,41154,39.6,19107,8366
Wythe County,Virginia,29274,43.2,23219,4160
York County,Virginia,65762,39.5,36373,3655
Alexandria city,Virginia,143684,35.7,54608,11980
Bedford city,Virginia,6052,46.5,22322,1093
Bristol city,Virginia,17713,41.7,18820,3625
Buena Vista city,Virginia,6699,37.6,18453,1293
Charlottesville city,Virginia,43663,28.5,27268,11229
Chesapeake city,Virginia,225597,36.6,29905,18714
Colonial Heights city,Virginia,17481,41.1,27610,1600
Covington city,Virginia,5880,44.3,20160,1235
Danville city,Virginia,42996,42.4,19626,11331
Emporia city,Virginia,5773,42.6,19710,1608
Fairfax city,Virginia,23027,39.4,44345,1619
Falls Church city,Virginia,12731,37,59088,504
Franklin city,Virginia,8539,39.9,19588,1928
Fredericksburg city,Virginia,25931,28.8,27222,4342
Galax city,Virginia,6977,43.1,21769,1690
Hampton city,Virginia,136957,35.5,25247,19618
Harrisonburg city,Virginia,49926,22.9,17080,14188
Hopewell city,Virginia,22429,36.2,20388,4396
Lexington city,Virginia,7026,21.6,14763,881
Lynchburg city,Virginia,76467,29.5,21440,16550
Manassas city,Virginia,39317,32.4,28752,4590
Manassas Park city,Virginia,15125,32.3,26944,1062
Martinsville city,Virginia,13808,43.5,19900,3627
Newport News city,Virginia,181025,32.5,25310,26163
Norfolk city,Virginia,244090,29.8,24659,42580
Norton city,Virginia,3998,40.1,22699,715
Petersburg city,Virginia,32326,39.5,18936,8439
Poquoson city,Virginia,12117,43.6,38444,673
Portsmouth city,Virginia,95901,35.2,23138,16988
Radford city,Virginia,16705,22.1,16181,5194
Richmond city,Virginia,207878,32.6,27184,50681
Roanoke city,Virginia,97355,38.2,23295,21360
Salem city,Virginia,24950,40.1,26661,2693
Staunton city,Virginia,23989,42.3,24753,4079
Suffolk city,Virginia,84842,38.1,29135,9528
Virginia Beach city,Virginia,442151,34.9,31934,33928
Waynesboro city,Virginia,21099,38.7,22872,4125
Williamsburg city,Virginia,14579,24,23127,1960
Winchester city,Virginia,26587,35.6,26060,5138
Adams County,Washington,18802,29,16940,4233
Asotin County,Washington,21802,43.6,24659,2911
Benton County,Washington,178992,35.5,28583,22560
Chelan County,Washington,73047,39.4,25893,9560
Clallam County,Washington,71731,49.4,25865,10288
Clark County,Washington,432549,37,27681,53164
Columbia County,Washington,4027,49.2,23814,677
Cowlitz County,Washington,102110,40.5,23557,17750
Douglas County,Washington,38807,36.8,22467,6104
Ferry County,Washington,7623,47,20052,1555
Franklin County,Washington,81835,28.7,19503,16118
Garfield County,Washington,2249,52.3,26954,266
Grant County,Washington,90202,32,19738,18055
Grays Harbor County,Washington,72092,42.2,21828,13058
Island County,Washington,78806,43.7,30941,6886
Jefferson County,Washington,29882,54.3,28266,3852
King County,Washington,1974567,37.1,39911,222813
Kitsap County,Washington,252687,39.3,31769,25624
Kittitas County,Washington,41291,32.7,22796,8771
Klickitat County,Washington,20537,44.4,22229,3567
Lewis County,Washington,75419,42.2,22212,11457
Lincoln County,Washington,10481,48,25816,1469
Mason County,Washington,60647,44.7,23542,10142
Okanogan County,Washington,41143,42.2,20735,8364
Pacific County,Washington,20781,50.9,23888,3524
Pend Oreille County,Washington,12956,48.3,23167,2613
Pierce County,Washington,805434,35.8,28223,97870
San Juan County,Washington,15786,53.3,37719,1679
Skagit County,Washington,117641,40.4,27065,15628
Skamania County,Washington,11126,44.9,28449,1382
Snohomish County,Washington,724627,37.3,31349,74004
Spokane County,Washington,473832,36.9,25661,70574
Stevens County,Washington,43513,45.4,21986,7063
Thurston County,Washington,256080,38.2,29744,29545
Wahkiakum County,Washington,4006,50.3,22334,875
Walla Walla County,Washington,59092,37,23809,9632
Whatcom County,Washington,203211,36.5,26530,32503
Whitman County,Washington,45512,24,21208,12772
Yakima County,Washington,244654,32.3,19433,54303
Barbour County,West Virginia,16655,41,17876,2848
Berkeley County,West Virginia,105812,38.1,26264,13660
Boone County,West Virginia,24517,41.6,21627,5025
Braxton County,West Virginia,14524,43.7,18635,3057
Brooke County,West Virginia,23932,45.2,22815,3001
Cabell County,West Virginia,96604,38.7,23647,20706
Calhoun County,West Virginia,7603,45.8,18053,1655
Clay County,West Virginia,9352,42.2,16740,2293
Doddridge County,West Virginia,8213,43.2,17334,1204
Fayette County,West Virginia,45889,42.9,18685,9288
Gilmer County,West Virginia,8678,38,17870,1841
Grant County,West Virginia,11869,44.7,20193,1714
Greenbrier County,West Virginia,35588,44.9,21720,6866
Hampshire County,West Virginia,23746,43.4,17734,4164
Hancock County,West Virginia,30517,45.1,23261,5083
Hardy County,West Virginia,13922,43.3,19032,2177
Harrison County,West Virginia,69078,41.6,23309,12036
Jackson County,West Virginia,29229,42,22527,5458
Jefferson County,West Virginia,54131,39.2,29605,5904
Kanawha County,West Virginia,192311,42.3,28174,26716
Lewis County,West Virginia,16411,44,21175,3289
Lincoln County,West Virginia,21660,41.7,18458,5879
Logan County,West Virginia,36442,42.6,19901,7058
McDowell County,West Virginia,21651,43.8,14093,7588
Marion County,West Virginia,56666,41.4,23229,8805
Marshall County,West Virginia,32840,44.2,24329,5181
Mason County,West Virginia,27271,42.5,20622,5028
Mercer County,West Virginia,62261,42.1,20391,13521
Mineral County,West Virginia,28015,42.5,19788,4313
Mingo County,West Virginia,26460,41.5,20609,6021
Monongalia County,West Virginia,98483,29.6,25846,20447
Monroe County,West Virginia,13512,45.8,20294,1824
Morgan County,West Virginia,17502,45.5,22312,2651
Nicholas County,West Virginia,26168,44.1,23209,4957
Ohio County,West Virginia,44156,43.3,26135,6453
Pendleton County,West Virginia,7603,48.3,21253,1402
